transaction_amount,account_age_days,previous_transactions,failed_transactions,transaction_hour,is_international,device_change,is_fraud
12337,706,76,2,15,1,0,0
15749,1021,84,2,12,0,1,0
37813,2064,39,0,1,1,1,1
73563,1447,96,9,18,0,1,1
45509,1660,56,5,18,0,1,1
48866,967,57,3,18,0,0,0
46254,2277,90,7,17,0,0,0
7116,573,98,1,5,0,1,0
79663,1607,15,1,1,0,1,1
48788,615,27,6,18,1,1,1
89778,326,97,4,5,0,1,1
54338,359,0,0,19,0,1,0
58708,1811,40,6,22,0,0,0
89181,2372,47,6,21,1,1,1
31997,1722,30,9,14,0,0,0
51061,1350,35,5,5,0,1,1
68803,165,32,3,2,0,1,0
44857,1597,32,7,10,1,0,1
27017,1628,81,1,7,1,1,1
22836,1177,22,1,21,1,0,0
28090,1151,59,1,17,0,0,0
62651,193,86,2,16,0,1,0
58261,92,78,5,18,0,1,1
79723,139,89,0,18,1,0,1
22540,481,29,1,23,0,0,0
35305,2497,88,9,20,1,1,1
80911,1357,44,1,16,1,0,1
55203,340,79,0,3,0,1,0
70912,1076,38,2,6,0,1,1
41727,799,44,9,4,1,1,1
19108,475,77,6,15,0,0,0
71374,2449,80,0,5,1,1,1
32502,1463,11,6,13,1,0,1
53484,605,92,4,19,0,0,0
5893,821,31,8,1,0,1,1
5671,598,55,1,17,0,0,0
96967,1533,23,0,17,0,0,0
16309,514,12,8,12,0,0,0
91030,1527,19,7,17,0,0,1
43248,1878,78,9,16,0,0,0
91318,1700,55,5,12,1,1,1
2324,1030,52,4,11,0,1,0
48795,500,67,7,2,0,0,0
32541,1685,53,7,21,0,1,1
39229,717,33,4,6,0,1,0
62468,1142,27,6,0,1,1,1
92222,1509,49,0,4,0,0,0
44860,666,1,3,20,1,0,0
23578,2209,93,1,0,1,1,1
71954,2318,25,9,3,1,1,1
94330,1080,50,2,0,1,1,1
85816,228,46,0,12,1,0,1
12280,149,25,1,13,0,0,0
98638,1070,83,0,14,1,1,1
15472,1168,91,7,16,1,0,1
29896,632,83,3,11,0,0,0
58372,1364,74,2,6,1,0,0
90063,413,73,0,22,0,1,1
98926,1756,60,1,18,0,0,0
93735,520,22,2,22,0,0,0
54140,1368,36,2,2,0,1,0
75457,2435,40,5,17,1,1,1
71468,2323,51,9,3,1,1,1
78456,2401,82,7,2,1,0,1
16311,1103,81,5,11,0,0,0
5942,598,48,1,22,0,0,0
63215,1660,26,1,11,0,0,0
66952,1686,5,6,16,1,0,1
46068,2161,73,0,5,0,0,0
17608,2189,65,0,14,1,1,1
22105,1925,23,6,1,1,0,1
54675,730,37,8,7,0,0,0
80842,589,27,4,13,0,1,1
19071,2459,27,0,4,0,1,0
25699,377,65,4,2,0,0,0
87692,1408,60,0,9,0,0,0
67014,1870,45,9,6,1,1,1
67155,751,68,8,10,1,0,1
87797,627,74,3,14,0,1,1
5455,1630,73,8,1,0,1,1
54220,995,42,1,4,0,0,0
74719,1584,58,6,10,1,1,1
38442,703,1,1,7,1,0,0
86092,2060,14,3,12,1,1,1
78960,1180,36,5,10,1,1,1
2357,477,70,1,16,0,1,0
27464,401,19,1,14,1,0,0
25072,2225,97,1,0,1,0,0
26754,57,34,2,18,0,0,0
80869,1876,33,4,15,0,0,0
81523,448,85,8,18,1,0,1
29420,203,30,5,12,0,0,0
20908,1657,86,8,22,0,1,1
52489,738,18,9,21,0,1,1
95790,202,67,4,22,1,0,1
34873,1354,23,5,3,1,0,1
51268,2411,83,9,10,0,0,0
27847,892,38,7,17,0,1,1
76496,2404,91,2,17,1,0,1
83792,216,53,1,9,1,0,1
57605,23,38,2,16,0,0,0
85996,2203,16,8,12,0,1,1
18235,1210,18,5,13,1,1,1
90987,2297,47,9,6,0,1,1
96135,749,34,3,9,1,1,1
47477,805,31,9,2,0,0,0
23654,134,46,2,1,1,0,0
62591,321,46,1,18,0,0,0
55721,2438,63,3,6,1,1,1
58383,434,45,8,4,0,0,0
85240,1046,34,3,2,0,1,1
17023,873,93,4,1,0,0,0
47691,2099,16,7,22,0,0,0
62361,2224,41,1,21,1,0,0
54436,253,28,2,5,0,0,0
74183,966,69,5,13,1,1,1
61048,739,16,6,6,1,1,1
33102,1130,80,3,21,0,1,0
80198,1340,13,0,1,1,0,1
73116,302,23,6,10,0,1,1
26772,1978,56,8,20,1,0,1
4313,2316,49,0,2,0,0,0
10393,551,56,0,8,0,0,0
55960,1479,60,0,7,1,0,0
62607,1316,38,9,10,1,0,1
57234,1588,54,6,17,0,1,1
2200,1823,95,8,0,1,1,1
62097,1825,35,2,14,0,0,0
28272,1165,36,7,3,0,0,0
20232,314,13,8,3,1,1,1
18299,184,26,2,9,0,0,0
36709,1688,82,2,10,1,1,1
43065,713,30,0,17,0,0,0
8116,2176,72,1,22,0,1,0
39879,1311,80,6,14,0,0,0
31981,2434,82,2,2,1,1,1
82694,271,43,6,6,0,0,1
24572,1795,67,4,6,0,0,0
51913,811,47,9,16,1,0,1
36121,2463,56,7,21,0,0,0
54231,198,74,4,19,1,0,0
24187,1080,21,2,23,1,1,1
12928,1227,3,8,15,1,0,1
61710,1645,80,6,15,0,0,0
96764,628,71,4,7,1,0,1
1501,604,45,6,2,0,0,0
85279,1162,58,9,19,1,1,1
15293,1446,33,8,14,0,1,1
92489,1081,10,4,0,1,1,1
44964,1586,30,6,9,1,0,1
20407,2119,10,8,1,1,0,1
19711,911,55,0,6,0,0,0
43891,594,37,3,13,1,0,0
12050,1396,20,0,15,0,0,0
76340,600,93,7,14,0,1,1
77503,514,9,2,6,0,1,1
2845,1896,25,1,12,0,1,0
55343,2132,90,3,9,0,0,0
3966,1067,7,2,8,0,1,0
32345,1958,7,4,8,1,1,1
44824,810,59,7,5,1,0,1
71454,2181,71,9,23,0,1,1
51474,1089,33,7,11,0,0,0
30216,290,15,6,22,1,0,1
81129,2424,12,7,19,1,0,1
93674,769,86,4,19,0,0,0
20547,471,75,9,21,1,0,1
30531,2197,90,9,13,0,1,1
18008,88,21,5,19,1,0,1
29436,2444,95,7,6,1,0,1
41092,790,26,0,7,1,1,1
55450,1665,63,5,7,1,0,1
69661,1310,1,5,7,1,0,1
52055,865,96,4,1,0,1,0
61340,1294,25,3,13,0,1,0
20193,24,91,0,9,1,0,1
6255,1887,82,9,17,0,1,1
46707,311,68,7,17,0,0,0
33587,1485,96,5,17,1,1,1
55768,1232,83,2,15,0,1,0
21063,2486,29,2,19,0,0,0
50224,706,7,5,4,1,0,1
52970,1360,37,6,19,0,0,0
56647,422,60,7,4,1,1,1
64210,1774,80,4,19,1,1,1
53654,2369,64,9,22,0,1,1
21036,947,66,5,9,1,0,1
4526,1187,45,0,16,0,1,0
88939,1835,89,5,12,0,0,1
27706,1565,94,8,16,1,0,1
47932,849,71,9,17,0,1,1
28251,1590,42,3,12,0,1,0
79403,1319,58,9,16,0,1,1
11408,2090,45,0,14,0,1,0
62622,1948,71,8,11,0,1,1
45771,1309,34,3,9,0,0,0
90406,387,38,1,12,0,1,1
94208,2036,91,0,10,1,0,1
2304,1162,50,2,2,0,1,0
92869,2026,3,6,21,1,1,1
87365,716,79,9,9,1,0,1
31231,2479,76,1,10,0,1,0
52528,426,83,8,5,1,1,1
33970,1440,50,1,0,1,0,0
49167,2074,4,4,5,1,0,0
58685,385,54,7,4,0,1,1
21707,56,19,9,6,1,1,1
25068,106,23,7,21,1,1,1
99034,670,35,2,11,1,0,1
12008,376,33,1,11,1,1,1
26523,743,53,8,6,1,1,1
74807,967,33,2,1,1,1,1
78357,308,82,7,0,0,0,1
61315,2139,16,1,22,1,1,1
55935,802,4,2,17,1,0,0
49529,110,88,0,11,0,0,0
82252,1665,17,5,6,0,0,1
38558,340,54,6,18,1,0,1
46269,1589,52,3,21,1,0,0
7759,979,49,0,2,0,1,0
60714,2404,71,2,9,1,0,0
77340,1916,90,8,10,1,1,1
32893,168,78,4,4,0,1,0
46573,557,44,5,1,1,0,1
96862,905,12,3,7,0,0,0
89488,105,15,0,13,1,0,1
97718,2048,85,4,7,1,0,1
88430,2198,83,4,22,0,1,1
55851,146,12,4,5,0,1,0
79015,874,19,5,0,1,0,1
54354,299,65,1,23,1,0,0
7106,1737,98,0,0,1,1,1
74318,646,46,1,7,0,1,1
65444,638,18,9,10,0,0,0
33940,2287,44,5,17,0,1,1
32530,784,36,4,23,0,1,0
23191,897,53,4,9,0,1,0
33083,371,5,5,11,0,0,0
24089,487,13,9,19,1,0,1
75551,2038,3,6,22,0,1,1
19090,2213,85,8,15,0,0,0
90370,1361,54,6,4,0,1,1
80460,192,99,1,15,0,1,1
36181,730,33,5,23,1,0,1
11133,2262,26,8,11,0,0,0
16341,957,6,6,5,1,1,1
6039,381,2,1,4,0,0,0
47662,798,46,2,0,1,0,0
35163,239,96,7,18,0,0,0
76821,1106,1,8,9,0,0,1
27145,1387,79,3,13,0,1,0
44869,2250,24,8,20,0,1,1
47218,1528,59,1,2,1,0,0
84803,1668,78,4,5,1,1,1
21725,37,23,1,4,0,0,0
27176,1997,14,0,16,0,0,0
64905,1426,94,4,17,1,0,0
44705,1491,13,1,11,1,1,1
84665,1225,53,6,4,1,1,1
88609,2023,77,7,8,0,1,1
39221,2442,5,1,11,1,0,0
65201,833,77,6,19,0,1,1
31533,597,80,3,8,0,1,0
43409,2441,17,0,2,1,0,0
67568,700,19,2,0,0,0,0
44354,1647,61,0,21,0,0,0
67393,2019,80,4,14,1,0,0
96358,441,79,7,9,0,1,1
37953,1861,39,0,13,1,1,1
38505,1641,38,8,6,1,0,1
66752,1530,51,2,3,1,0,0
43627,2368,31,4,4,0,0,0
77327,1095,72,8,19,1,0,1
592,568,26,4,15,1,1,1
93518,236,51,8,2,0,0,1
8911,1305,96,9,16,0,0,0
93444,1186,62,7,12,1,1,1
24372,1033,73,6,5,0,0,0
94035,2108,62,0,4,0,0,0
72110,1841,16,3,15,0,0,0
92592,225,48,8,10,0,0,1
47253,1843,99,9,16,0,0,0
54210,582,80,7,4,1,1,1
14079,169,81,3,5,1,1,1
28428,1466,22,0,9,1,1,1
12967,14,97,9,20,0,1,1
59334,2212,71,3,0,0,0,0
25951,1444,12,2,20,1,0,0
31379,1871,22,5,9,1,0,1
96163,1544,56,4,16,1,0,1
73502,1690,61,4,2,0,0,0
15549,1572,53,1,1,1,0,0
76321,1052,19,2,16,0,1,1
89180,1732,85,5,3,1,0,1
5551,446,51,1,1,1,0,0
87278,716,22,3,4,0,1,1
41416,819,34,1,9,0,1,0
63164,2152,66,8,0,1,0,1
63861,426,33,2,0,1,1,1
38970,1125,32,9,3,1,1,1
96666,1565,45,9,6,0,0,1
30973,850,80,5,13,0,0,0
58727,1546,44,0,13,1,1,1
66255,1130,18,9,17,1,1,1
99286,1703,93,2,1,1,1,1
25472,2002,86,7,0,0,1,1
3742,277,14,4,20,1,1,1
28101,1807,77,7,21,1,1,1
34164,2236,65,1,15,0,0,0
94926,1940,38,6,21,1,0,1
14222,2153,17,8,17,1,1,1
24920,546,69,6,15,0,1,1
68531,2428,58,2,22,0,0,0
55845,110,31,6,21,1,1,1
50181,545,20,7,23,0,0,0
71002,2402,39,0,5,0,1,1
8811,743,91,2,9,0,1,0
85232,2365,26,4,1,0,1,1
18893,1290,1,5,6,0,1,1
8299,1876,96,2,20,0,0,0
76353,1089,79,3,16,0,0,0
36291,333,38,4,2,1,0,0
10311,1537,85,2,19,0,0,0
63169,1157,55,3,11,0,1,0
88996,592,12,4,1,0,0,0
56846,783,55,1,6,0,0,0
21642,540,65,9,16,1,0,1
31412,1559,77,8,18,1,1,1
45342,1520,55,9,11,0,1,1
93883,619,27,7,8,1,1,1
87993,1834,63,5,13,1,1,1
55488,992,70,9,1,1,1,1
27791,2147,81,2,20,1,0,0
78060,2365,63,1,3,1,0,1
84488,2171,55,6,18,0,0,1
22701,1617,40,7,20,0,0,0
18120,1519,99,9,15,0,1,1
8255,522,40,0,21,1,0,0
69219,917,99,5,16,0,1,1
81151,717,3,6,1,1,1,1
36877,2363,56,8,16,0,0,0
19810,1937,29,2,18,0,0,0
24632,560,87,1,7,0,0,0
18701,969,83,4,23,0,0,0
63327,2404,45,9,19,1,0,1
5067,1078,55,0,5,0,1,0
84389,890,30,5,11,0,0,1
20122,793,87,8,22,1,1,1
43563,2313,6,9,17,1,1,1
74771,982,89,8,1,0,0,1
5822,802,76,6,18,0,1,1
27513,43,53,6,23,1,1,1
92872,1610,7,7,9,1,1,1
81150,1778,54,9,2,0,1,1
85967,350,68,1,11,1,1,1
83696,1568,43,5,15,1,0,1
66832,1130,12,4,11,0,0,0
12397,2049,92,4,7,0,0,0
68423,1781,19,2,4,0,1,0
23916,584,77,2,10,1,1,1
40795,432,31,5,9,0,0,0
19802,1933,59,9,2,0,1,1
25342,2101,49,9,22,0,1,1
55941,1349,26,6,8,1,1,1
67812,2195,24,0,11,0,1,0
85763,2031,51,2,5,0,1,1
92864,1190,67,0,18,1,0,1
53674,1163,20,9,15,1,0,1
85844,299,17,2,20,0,1,1
28582,1940,38,4,22,0,0,0
9271,789,14,8,23,0,0,0
99032,850,52,2,13,1,1,1
3796,2226,37,9,3,0,0,0
20158,1378,47,9,17,0,0,0
20413,1178,51,8,9,1,1,1
19249,1950,87,0,17,1,0,0
53621,878,71,5,11,0,1,1
45840,1139,27,8,18,1,0,1
5056,1578,84,4,7,0,0,0
75831,2493,15,9,0,0,0,1
82712,1647,15,1,13,1,0,1
66741,1904,34,4,22,1,1,1
63911,1383,16,0,5,1,1,1
52260,145,72,8,13,1,0,1
51413,2323,98,9,1,0,1,1
63332,1203,51,9,8,1,1,1
15517,1862,92,8,11,1,0,1
24829,1855,81,5,4,0,0,0
30199,1867,11,8,1,0,1,1
98234,1099,82,2,18,0,1,1
30061,1152,47,3,6,1,1,1
12702,1735,21,5,6,0,1,1
9356,568,48,3,9,1,0,0
86220,1814,51,0,16,1,1,1
34781,531,78,6,13,1,1,1
91428,2207,0,4,10,1,1,1
87540,1562,65,7,19,0,0,1
64889,681,63,8,5,0,1,1
43461,2071,7,4,7,0,1,0
64603,1071,85,7,18,0,0,0
34640,729,24,0,18,0,0,0
26636,1730,65,0,23,1,1,1
84800,2192,72,6,23,1,0,1
63143,668,72,5,23,1,1,1
78632,1613,76,4,16,1,1,1
56675,681,69,4,23,0,0,0
2971,973,93,8,23,1,0,1
46102,2133,78,0,17,1,0,0
49912,2464,50,7,11,1,1,1
22726,827,52,1,8,1,0,0
60079,297,14,6,22,1,1,1
76157,1254,49,5,23,1,0,1
66768,2426,70,9,15,0,1,1
99103,2469,74,1,17,0,1,1
80170,2153,37,2,15,1,0,1
89490,1729,39,3,15,1,0,1
43098,2025,65,6,3,1,1,1
63914,330,38,7,22,1,0,1
45707,2487,73,1,21,1,0,0
7912,1156,16,7,6,0,0,0
61944,1891,6,8,0,0,0,0
70193,382,38,6,23,1,0,1
2279,2186,67,0,22,0,0,0
43898,843,34,5,19,1,0,1
74701,2318,50,7,0,1,1,1
8375,396,46,4,7,0,0,0
50674,450,35,1,22,0,1,0
47957,1355,63,4,7,0,0,0
20800,1987,94,7,9,0,1,1
39564,1309,88,1,0,1,1,1
42451,1298,12,0,20,0,0,0
93430,2068,17,3,20,0,0,0
94419,2287,20,3,13,0,0,0
82634,1294,64,8,13,1,0,1
13969,2466,99,2,9,1,1,1
60415,1850,7,3,18,1,1,1
93788,186,47,2,15,0,0,0
21054,1234,84,1,8,0,1,0
31655,1438,42,3,19,0,0,0
63453,253,52,7,15,1,1,1
82290,19,84,0,19,0,0,1
45126,1160,26,7,7,0,1,1
47076,223,18,7,6,1,0,1
80678,3,22,2,10,0,1,1
91602,1260,49,9,20,0,0,1
45195,854,50,9,5,0,0,0
14370,1489,42,5,14,0,1,1
31008,228,98,3,18,1,1,1
15623,1678,50,0,13,1,1,1
62533,499,68,0,14,1,1,1
47168,1886,40,4,5,0,1,0
20091,2016,71,7,23,0,0,0
10875,1163,10,0,9,1,1,1
77901,1300,79,1,13,0,1,1
85095,2339,87,6,15,1,1,1
61350,1077,84,7,12,1,1,1
16773,715,51,2,10,0,0,0
27156,948,22,7,2,1,0,1
6714,870,48,0,7,1,0,0
7515,1071,37,8,2,1,0,1
88791,94,46,1,1,1,1,1
43984,560,71,1,20,1,0,0
17064,1776,6,3,13,1,0,0
37826,2261,65,9,19,0,1,1
37144,436,93,2,20,1,1,1
57249,852,76,3,21,1,1,1
37644,205,61,5,14,0,1,1
50076,2429,86,6,2,0,1,1
32352,1100,28,4,0,1,1,1
3932,77,37,1,14,0,0,0
90911,816,83,2,19,0,0,0
80537,768,32,9,21,1,1,1
34248,2458,28,2,1,0,0,0
61340,106,78,4,17,1,1,1
88554,2136,22,4,0,1,1,1
85176,1747,2,3,8,1,0,1
77216,1466,92,7,2,1,0,1
53559,245,44,5,1,0,0,0
38502,1406,7,5,3,1,0,1
57827,982,85,0,15,0,0,0
38678,1737,28,5,21,0,1,1
90553,142,1,2,0,1,0,1
22418,893,49,5,8,1,0,1
75815,1392,64,9,7,0,1,1
77887,2400,19,5,5,1,0,1
85129,545,51,1,19,1,0,1
20566,2200,84,0,17,1,0,0
95842,1470,36,2,15,0,0,0
45575,763,71,4,7,0,0,0
60242,624,26,3,22,0,1,0
85260,656,46,6,3,0,0,1
26664,2498,98,3,2,1,0,0
22512,1248,5,7,14,1,1,1
93626,43,59,6,5,0,0,1
51101,2312,44,9,0,0,1,1
57749,1027,43,8,17,0,1,1
61057,1661,82,0,22,0,1,0
35617,1292,17,4,10,0,0,0
13256,596,64,3,2,1,0,0
23164,1013,24,5,12,0,0,0
25811,2225,26,0,16,0,0,0
30206,2111,6,5,17,1,1,1
65558,958,43,0,13,1,1,1
16689,561,28,0,6,1,1,1
89372,1331,94,7,6,0,0,1
86611,1313,43,1,13,1,1,1
7314,1822,35,9,23,0,0,0
96217,1551,18,5,14,0,1,1
85831,850,5,5,11,1,1,1
27227,1279,24,5,11,0,1,1
5241,1534,30,7,7,0,0,0
28984,1815,8,3,15,1,1,1
90521,1742,83,2,8,1,1,1
2808,606,73,5,1,1,0,1
18475,1487,36,3,13,1,1,1
15188,1295,26,1,23,1,1,1
57715,746,12,5,23,1,0,1
45146,558,40,9,15,1,0,1
10114,2112,65,4,4,1,0,0
64525,942,84,8,4,1,0,1
3373,2297,96,5,19,1,1,1
47235,1270,23,2,20,0,1,0
30981,940,43,4,17,0,0,0
97122,1611,97,9,17,0,1,1
78177,2205,59,7,4,1,1,1
8812,1726,8,8,10,0,0,0
74804,985,1,7,12,0,1,1
52974,1588,55,2,2,0,1,0
69187,1337,29,8,16,0,1,1
12397,1875,21,2,17,0,0,0
27228,662,74,7,13,1,1,1
68468,33,80,9,11,1,1,1
94119,1817,99,8,13,1,1,1
87699,2121,12,6,17,0,0,1
88599,1890,70,3,19,0,0,0
79058,1157,15,9,1,1,1,1
33020,61,96,8,6,1,1,1
11256,1544,44,2,14,1,0,0
11208,272,64,2,9,0,0,0
31945,2294,10,1,14,1,0,0
2900,1200,69,9,16,1,0,1
42812,1807,19,2,10,1,1,1
2710,1155,98,0,1,1,0,0
77703,1126,62,3,20,1,0,1
33972,310,89,7,17,0,0,0
10828,1316,11,4,3,0,0,0
95202,1746,61,1,8,1,1,1
95419,338,93,2,16,0,1,1
20683,10,91,0,16,1,1,1
85874,49,90,1,16,1,1,1
7363,1511,41,0,15,0,0,0
67550,1345,82,1,19,0,1,0
89385,731,68,2,7,0,1,1
19556,795,57,0,22,0,0,0
91218,1649,4,8,14,1,1,1
66042,133,26,9,0,0,1,1
13789,2131,27,4,18,1,1,1
33034,2105,25,7,14,1,0,1
33376,376,90,4,8,1,0,0
19973,2397,48,7,4,1,0,1
13150,271,20,6,15,1,1,1
66316,1507,0,3,12,0,0,0
84544,2159,91,6,15,1,0,1
84140,76,57,5,21,0,1,1
21744,1957,78,2,10,1,0,0
62121,1667,54,8,12,0,1,1
37225,329,80,9,5,0,1,1
66999,2170,25,8,19,1,0,1
42391,41,83,4,16,1,1,1
35160,1191,24,7,4,0,1,1
1638,2327,76,6,16,1,1,1
36276,2057,32,8,0,1,0,1
41620,13,88,6,4,0,1,1
25775,924,71,3,4,0,0,0
18387,1843,68,3,6,1,0,0
274,1233,5,7,15,1,1,1
92368,1215,22,5,17,1,1,1
35098,653,29,8,5,1,1,1
53412,1704,77,9,1,0,1,1
12212,621,53,6,12,0,1,1
75325,1963,86,6,9,1,0,1
44914,1646,10,3,20,0,0,0
85191,2244,30,2,19,0,1,1
50819,417,5,7,10,0,0,0
34019,664,10,6,20,0,0,0
73255,1779,76,3,1,0,0,0
71669,1380,11,3,7,0,1,1
41428,148,65,0,23,0,0,0
70582,2046,52,6,21,1,0,1
24718,1389,98,0,18,1,0,0
34775,2412,35,9,19,0,1,1
19019,1726,16,9,16,0,0,0
4273,402,27,3,15,0,1,0
26500,1516,91,2,9,0,0,0
50545,2032,21,2,4,0,1,0
70405,229,6,0,13,1,0,1
37664,1599,14,3,23,0,1,0
45914,268,95,0,18,1,0,0
79847,1429,10,7,3,1,1,1
88891,1817,23,0,19,0,1,1
28062,1035,66,5,15,0,0,0
84992,1344,29,6,23,0,0,1
85942,126,69,9,14,1,1,1
70633,2354,65,1,8,1,1,1
56284,1726,60,3,2,1,0,0
83012,1113,77,2,22,0,1,1
10678,1376,40,8,8,0,0,0
18724,689,81,6,17,0,0,0
39294,1281,50,1,3,0,1,0
489,1233,43,5,18,0,0,0
99403,281,94,8,23,0,1,1
67491,443,12,2,3,1,0,0
13894,1864,89,5,8,1,0,1
58102,837,11,2,0,0,0,0
35631,389,81,2,0,0,0,0
52915,617,8,3,19,1,0,0
5086,147,84,8,18,1,0,1
32398,521,47,7,2,1,0,1
1581,630,48,0,9,0,0,0
56508,2482,52,0,11,1,0,0
69367,2192,55,6,17,1,0,1
16935,289,39,2,13,1,0,0
27898,1410,23,6,9,1,0,1
91749,14,97,8,9,1,1,1
64987,257,71,2,17,0,1,0
19577,1722,32,2,23,0,0,0
17366,1424,22,1,0,1,0,0
86428,1231,76,9,14,0,1,1
86088,858,53,0,7,0,0,0
43626,1196,52,8,2,1,0,1
11989,464,48,5,17,0,0,0
24435,270,77,5,8,0,1,1
11354,1245,77,7,15,1,0,1
86710,1207,79,4,20,1,1,1
11542,72,48,8,14,0,1,1
46389,1307,59,4,4,0,0,0
53847,2122,89,1,12,0,1,0
37427,2403,89,5,21,1,1,1
16299,1751,64,8,19,0,1,1
72927,497,31,2,6,0,0,0
212,988,78,9,15,1,0,1
87151,910,20,3,6,0,1,1
19681,373,17,9,21,1,0,1
59822,362,93,7,15,0,1,1
92136,2141,59,5,12,1,0,1
97662,1345,12,6,16,0,0,1
16623,324,23,6,8,0,1,1
67060,2432,29,3,11,1,0,0
19652,575,1,5,12,1,1,1
10908,736,82,8,8,1,0,1
72625,2394,24,2,4,1,1,1
23720,1216,49,7,6,1,0,1
987,1696,13,6,0,1,1,1
31902,1908,5,3,3,1,0,0
85124,719,75,9,3,0,0,1
95649,781,83,2,15,0,1,1
82038,1020,86,6,4,0,0,1
86841,1404,29,9,21,0,1,1
26149,1427,29,8,3,0,0,0
77889,664,37,9,5,0,1,1
84626,1773,57,2,22,0,1,1
7946,11,93,9,2,1,1,1
90663,2235,40,8,7,0,1,1
46320,1039,93,7,16,1,1,1
46263,2459,56,2,17,0,1,0
3865,585,35,7,17,1,1,1
81586,1076,63,3,11,0,1,1
45370,1375,97,5,0,0,0,0
75377,1452,15,9,22,0,0,1
88378,1855,87,1,11,0,0,0
90339,1790,77,7,10,1,0,1
23031,743,89,8,12,0,1,1
89216,1777,71,6,2,1,1,1
55733,204,13,7,7,0,0,0
80802,1077,30,6,2,0,0,1
52013,974,65,9,16,0,1,1
94876,1399,67,3,12,0,0,0
26091,1866,64,0,9,1,1,1
54945,1300,54,2,16,1,0,0
98605,1055,83,6,2,1,1,1
55412,1159,77,6,12,0,1,1
10661,105,39,2,21,0,0,0
17001,253,24,0,5,0,0,0
95656,295,24,9,13,0,1,1
62975,1182,2,8,9,1,0,1
26017,549,68,5,19,1,0,1
62220,1778,25,6,15,1,1,1
2088,299,39,0,17,0,0,0
14356,1749,37,0,12,1,0,0
87828,1844,37,3,9,0,1,1
28330,101,67,6,5,1,1,1
59878,2380,6,7,9,1,1,1
45933,1775,93,9,4,1,0,1
22725,2441,29,8,5,1,1,1
32188,874,18,0,6,0,0,0
79750,2429,34,3,10,0,0,0
41267,92,32,3,15,1,0,0
71391,447,32,2,11,1,0,1
65403,109,77,6,11,0,1,1
76461,317,37,0,22,1,0,1
88329,1836,9,8,19,1,0,1
4217,1944,56,7,4,1,0,1
90365,1459,27,1,15,0,1,1
97818,442,77,1,5,0,1,1
60810,2266,99,7,8,1,1,1
94526,1246,37,0,4,1,0,1
94976,1552,15,6,20,0,0,1
67154,278,20,8,22,0,1,1
31049,569,91,2,15,0,1,0
22647,1010,96,6,17,0,0,0
81982,839,5,5,18,0,1,1
68236,1608,40,6,11,0,0,0
64719,30,14,6,1,0,1,1
61942,2407,2,9,9,0,0,0
94903,1943,42,0,11,1,0,1
27090,2134,46,2,13,1,0,0
16293,1258,98,9,17,0,1,1
30209,2361,13,0,18,1,1,1
19333,365,65,4,5,0,0,0
81830,1801,28,2,4,1,1,1
34610,1823,3,0,15,0,0,0
1406,1863,25,1,13,0,1,0
3949,905,11,9,12,1,1,1
12460,698,1,4,20,1,0,0
94867,2179,16,2,1,1,1,1
45900,1856,34,5,1,1,1,1
37063,351,9,8,11,1,0,1
54430,180,85,5,0,0,0,0
51807,1504,42,1,18,0,0,0
18789,1187,20,1,15,0,0,0
29184,1807,14,7,6,1,1,1
40487,774,34,7,20,0,1,1
74916,510,84,5,6,0,0,1
2742,365,84,9,15,1,1,1
42237,353,84,6,5,0,0,0
79932,1107,59,0,17,1,0,1
55661,1249,43,8,0,1,0,1
62360,412,95,4,0,0,1,0
15538,735,4,8,13,0,1,1
48542,118,72,1,5,1,1,1
3094,482,17,7,5,1,0,1
99675,192,20,6,3,0,0,1
1913,107,71,3,11,0,1,0
93127,382,97,2,17,0,1,1
84481,783,73,3,9,0,1,1
55376,2438,50,3,2,0,1,0
41343,244,40,9,2,1,0,1
63012,468,23,9,7,1,1,1
60372,866,23,7,21,0,1,1
42151,1562,95,3,22,0,0,0
78954,1234,96,4,0,0,1,1
82836,604,37,1,17,0,1,1
65718,1661,43,3,14,0,1,0
2020,1097,56,6,20,1,0,1
77319,2016,58,2,19,1,0,1
76972,1659,33,0,16,0,1,1
81232,1734,74,7,10,0,0,1
2193,1614,94,7,12,0,1,1
13005,860,81,5,19,1,1,1
24451,1880,22,6,9,1,0,1
31081,1277,85,9,12,1,1,1
74003,13,42,1,16,0,0,1
70921,2347,81,4,20,0,0,0
82389,1100,39,6,0,1,0,1
84121,1075,46,8,19,1,1,1
78613,787,40,0,15,0,1,1
19974,149,46,2,15,1,1,1
51031,1755,19,5,20,1,1,1
7774,2170,76,6,2,1,0,1
50616,1304,64,5,1,0,1,1
94674,1180,67,0,5,0,1,1
60786,2424,23,3,10,1,0,0
94951,82,99,5,2,1,0,1
69312,492,35,7,0,0,1,1
2526,2404,44,9,10,0,0,0
90109,2026,1,3,12,1,1,1
68598,925,27,6,4,1,1,1
30043,1297,25,2,17,1,0,0
66495,1604,22,7,14,0,0,0
44916,1597,78,0,17,1,1,1
4238,123,35,3,14,1,1,1
91276,708,90,7,19,1,1,1
76045,2378,5,9,19,1,1,1
4117,991,34,3,19,1,1,1
10551,2371,37,1,6,0,0,0
63056,2041,34,1,16,1,1,1
93963,2481,99,3,7,1,0,1
10378,710,73,3,12,0,0,0
90580,794,93,1,15,0,0,0
43864,712,52,6,9,1,1,1
1234,1718,37,5,13,1,1,1
63043,257,92,2,5,1,0,0
95767,1213,58,7,19,0,0,1
